brand,name,models,color,ram,storage,rom,screen,screen_size,sim,os,behind_camera,front_camera,url,error_url
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
Huawei,G10,gt-e1081t,"['White/Gold', ' Black']",['4GB'],['64GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat); EMUI 5.1,"['16 MP, f/2.2, 27mm (wide), PDAF', '2 MP, depth sensor']","['8 MP', '5 MP, depth sensor']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_g10-8863.php,-1
LG,KG120,gt-e1081t,['Silver'],['KB'],['500'],-1,"CSTN, 65K colors",,Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_kg120-1743.php,-1
LG,KG120,gt-e1081t,['Silver'],['KB'],['500'],-1,"CSTN, 65K colors",,Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_kg120-1743.php,-1
LG,KG120,gt-e1081t,['Silver'],['KB'],['500'],-1,"CSTN, 65K colors",,Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_kg120-1743.php,-1
LG,KG120,gt-e1081t,['Silver'],['KB'],['500'],-1,"CSTN, 65K colors",,Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_kg120-1743.php,-1
LG,KG120,gt-e1081t,['Silver'],['KB'],['500'],-1,"CSTN, 65K colors",,Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_kg120-1743.php,-1
Samsung,E1210,gt-e1081t,['Black'],['KB'],['500'],-1,"CSTN, 65K colors","1.77 inches, 9.9 cm",Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_e1210-2783.php,-1
Samsung,E1210,gt-e1081t,['Black'],['KB'],['500'],-1,"CSTN, 65K colors","1.77 inches, 9.9 cm",Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_e1210-2783.php,-1
Samsung,E1210,gt-e1081t,['Black'],['KB'],['500'],-1,"CSTN, 65K colors","1.77 inches, 9.9 cm",Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_e1210-2783.php,-1
Samsung,E1210,gt-e1081t,['Black'],['KB'],['500'],-1,"CSTN, 65K colors","1.77 inches, 9.9 cm",Mini-SIM,Android 7.1 (Nougat); EMUI 5.1,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_e1210-2783.php,-1
Samsung,I7500 Galaxy,gt-e1081t,"['Black', ' White']",['128MB'],['8GB'],-1,"AMOLED capacitive touchscreen, 16M colors (65K effective)","3.2 inches, 30.5 cm",Mini-SIM,Android 1.5 (Cupcake),"['5 MP, AF']",['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_i7500_galaxy-2791.php,-1
Samsung,A177,gt-e1081t,['Yes'],['(14MB'],['64MB'],-1,"TFT, 65K colors","2.2 inches, 15.2 cm",Mini-SIM,Android 1.5 (Cupcake),['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a177-2796.php,-1
Samsung,A177,gt-e1081t,['Yes'],['(14MB'],['64MB'],-1,"TFT, 65K colors","2.2 inches, 15.2 cm",Mini-SIM,Android 1.5 (Cupcake),['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a177-2796.php,-1
Motorola,Moto Z4 Force,gt-e1081t,['Black'],['8GB'],['128GB'],-1,"Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['48 MP, f/1.6, (wide), 1/2"", 0.8µm, PDAF', '8 MP, f/2.0, (telephoto)', '13 MP, f/1.8, (wide)']","['25 MP, f/1.9']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/motorola_moto_z4_force-9693.php,-1
Motorola,Moto Z4 Play,gt-e1081t,['Black'],"['4GB', '6GB']","['64GB', '128GB']",-1,"Super AMOLED capacitive touchscreen, 16M colors","6.22 inches, 95.0 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF']",['16 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/motorola_moto_z4_play-9564.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
LG,T5100,gt-e1081t,['Silver'],"['4GB', '6GB']","['64GB', '128GB']",-1,"TFT, 256K colors",,Mini-SIM,Android 9.0 (Pie),['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_t5100-706.php,-1
Samsung,i740,gt-e1081t,['Gray'],"['RAM', 'ROM']","['64MB', '256MB']",-1,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm",Mini-SIM,Microsoft Windows Mobile 6.1 Professional,"['3.15 MP, AF']",['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_i740-2472.php,-1
Samsung,i740,gt-e1081t,['Gray'],"['RAM', 'ROM']","['64MB', '256MB']",-1,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm",Mini-SIM,Microsoft Windows Mobile 6.1 Professional,"['3.15 MP, AF']",['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_i740-2472.php,-1
Samsung,i8510 INNOV8,gt-e1081t,['Black'],"['128MB', '128MB']","['8GB', '16GB']",-1,"TFT, 16M colors","2.8 inches, 24.3 cm",Mini-SIM,"Symbian 9.3, Series 60 rel. 3.2","['8 MP, AF']",['Videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_i8510_innov8-2471.php,-1
Samsung,B130,gt-e1081t,"['Black', ' White', ' Red', ' Gray']",['KB'],['400'],-1,"CSTN, 65K colors","1.52 inches, 7.5 cm",Mini-SIM,"Symbian 9.3, Series 60 rel. 3.2",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_b130-2499.php,-1
Samsung,B130,gt-e1081t,"['Black', ' White', ' Red', ' Gray']",['KB'],['400'],-1,"CSTN, 65K colors","1.52 inches, 7.5 cm",Mini-SIM,"Symbian 9.3, Series 60 rel. 3.2",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_b130-2499.php,-1
Samsung,B130,gt-e1081t,"['Black', ' White', ' Red', ' Gray']",['KB'],['400'],-1,"CSTN, 65K colors","1.52 inches, 7.5 cm",Mini-SIM,"Symbian 9.3, Series 60 rel. 3.2",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_b130-2499.php,-1
LG,X3,gt-e1081t,['Black'],['1GB'],['16GB'],-1,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm",Mini-SIM,Android 4.0 (Ice Cream Sandwich),"['8 MP, AF']",['1.3 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_x3-4451.php,-1
LG,Optimus LTE,gt-e1081t,['Black'],['RAM'],['1GB'],-1,"HD-IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)","['8 MP, AF']",['1.3 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_optimus_lte-4654.php,-1
Nokia,5100,gt-e1081t,['Xpress-on covers'],['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5100-367.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,6100,gt-e1081t,"['3 -  Dark blue', ' Light blue and Yellowish beige']",['KB'],['725'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6100-368.php,-1
Nokia,5110,gt-e1081t,"['Xpress-On covers', ' 4 basic', ' 7 metallic']",['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5110-7.php,-1
Nokia,6110,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6110-8.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Nokia,6130,gt-e1081t,['2'],['KB'],['725'],-1,Monochrome graphic,,Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6130-9.php,-1
Samsung,C140,gt-e1081t,"['Misty Gray', ' Light Gray']",['KB'],['600'],-1,"UFB, 65K colors","1.6 inches, 8.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c140-1830.php,-1
Samsung,C160,gt-e1081t,['Imperial Black'],['KB'],['600'],-1,"CSTN, 65K colors","1.5 inches, 7.3 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c160-1922.php,-1
Samsung,C170,gt-e1081t,"['Red', ' Black', ' Gray', ' Blue']",['KB'],['600'],-1,"CSTN, 65K colors","1.52 inches, 7.5 cm",Mini-SIM,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c170-2010.php,-1
